pin,slack
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFI47E_0[62]:A,3645
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFI47E_0[62]:B,3583
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFI47E_0[62]:Y,3583
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[14]:ALn,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[14]:CLK,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[14]:D,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[14]:EN,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[14]:Q,
phy_if_0/phy_ctrl_rmii_inst/tx_data_sync1[0]:ALn,6478
phy_if_0/phy_ctrl_rmii_inst/tx_data_sync1[0]:CLK,19030
phy_if_0/phy_ctrl_rmii_inst/tx_data_sync1[0]:D,19030
phy_if_0/phy_ctrl_rmii_inst/tx_data_sync1[0]:Q,19030
eeprom_0/eeprom_if_0/un1_eeprom_cycle_state_19_i_a2_3_2:A,4695
eeprom_0/eeprom_if_0/un1_eeprom_cycle_state_19_i_a2_3_2:B,4659
eeprom_0/eeprom_if_0/un1_eeprom_cycle_state_19_i_a2_3_2:C,4462
eeprom_0/eeprom_if_0/un1_eeprom_cycle_state_19_i_a2_3_2:D,4461
eeprom_0/eeprom_if_0/un1_eeprom_cycle_state_19_i_a2_3_2:Y,4461
u_clkgen/pulse500us_div[15]:ALn,
u_clkgen/pulse500us_div[15]:CLK,6396
u_clkgen/pulse500us_div[15]:D,8860
u_clkgen/pulse500us_div[15]:EN,4175
u_clkgen/pulse500us_div[15]:Q,6396
oscillator_counter_0/startb_1_sqmuxa:A,3196
oscillator_counter_0/startb_1_sqmuxa:B,4448
oscillator_counter_0/startb_1_sqmuxa:Y,3196
eeprom_0/EEP_DO_20_14[26]:A,4035
eeprom_0/EEP_DO_20_14[26]:B,6405
eeprom_0/EEP_DO_20_14[26]:C,3963
eeprom_0/EEP_DO_20_14[26]:Y,3963
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_WE:ALn,
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_WE:CLK,3492
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_WE:D,4570
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_WE:Q,3492
app_if_0/OPB_DO_1[15]:ALn,
app_if_0/OPB_DO_1[15]:CLK,4635
app_if_0/OPB_DO_1[15]:D,
app_if_0/OPB_DO_1[15]:EN,4916
app_if_0/OPB_DO_1[15]:Q,4635
phy_if_0/phy_tx_ctrl[25]:ALn,
phy_if_0/phy_tx_ctrl[25]:CLK,5540
phy_if_0/phy_tx_ctrl[25]:D,8920
phy_if_0/phy_tx_ctrl[25]:EN,2446
phy_if_0/phy_tx_ctrl[25]:Q,5540
phy_if_0/serial_mii_inst/pSERIAL_MII_CYCLE.SERIAL_MII_SHIFT_15_11_420_i_m2:A,
phy_if_0/serial_mii_inst/pSERIAL_MII_CYCLE.SERIAL_MII_SHIFT_15_11_420_i_m2:B,
phy_if_0/serial_mii_inst/pSERIAL_MII_CYCLE.SERIAL_MII_SHIFT_15_11_420_i_m2:C,
phy_if_0/serial_mii_inst/pSERIAL_MII_CYCLE.SERIAL_MII_SHIFT_15_11_420_i_m2:Y,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[9]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[9]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[9]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[9]:D,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[9]:Y,6284
eeprom_0/eeprom_page_wrdata0[13]:ALn,
eeprom_0/eeprom_page_wrdata0[13]:CLK,5784
eeprom_0/eeprom_page_wrdata0[13]:D,8866
eeprom_0/eeprom_page_wrdata0[13]:EN,3181
eeprom_0/eeprom_page_wrdata0[13]:Q,5784
adder_decode_0/un1_SP_IN_iv_5_2[6]:A,2640
adder_decode_0/un1_SP_IN_iv_5_2[6]:B,2600
adder_decode_0/un1_SP_IN_iv_5_2[6]:C,2334
adder_decode_0/un1_SP_IN_iv_5_2[6]:D,2276
adder_decode_0/un1_SP_IN_iv_5_2[6]:Y,2276
u_clkgen/pulse2khz_div/un1_cntr_cry_11:A,6847
u_clkgen/pulse2khz_div/un1_cntr_cry_11:B,6809
u_clkgen/pulse2khz_div/un1_cntr_cry_11:CC,
u_clkgen/pulse2khz_div/un1_cntr_cry_11:P,6809
u_clkgen/pulse2khz_div/un1_cntr_cry_11:Y3,
u_clkgen/pulse2khz_div/un1_cntr_cry_11:Y3A,6871
u_cmd_server/opb_emu_target_inst/msg_write_inst/timeout_cnt_cry[5]:B,8341
u_cmd_server/opb_emu_target_inst/msg_write_inst/timeout_cnt_cry[5]:C,7849
u_cmd_server/opb_emu_target_inst/msg_write_inst/timeout_cnt_cry[5]:CC,7640
u_cmd_server/opb_emu_target_inst/msg_write_inst/timeout_cnt_cry[5]:P,7849
u_cmd_server/opb_emu_target_inst/msg_write_inst/timeout_cnt_cry[5]:S,7640
u_cmd_server/opb_emu_target_inst/msg_write_inst/timeout_cnt_cry[5]:Y3,
u_cmd_server/opb_emu_target_inst/msg_write_inst/timeout_cnt_cry[5]:Y3A,
eeprom_0/EEP_DO_20_13_1_wmux_0[27]:A,3883
eeprom_0/EEP_DO_20_13_1_wmux_0[27]:B,4665
eeprom_0/EEP_DO_20_13_1_wmux_0[27]:C,6414
eeprom_0/EEP_DO_20_13_1_wmux_0[27]:D,6356
eeprom_0/EEP_DO_20_13_1_wmux_0[27]:Y,3883
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_addr_reg_8_iv[5]:A,7262
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_addr_reg_8_iv[5]:B,7282
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_addr_reg_8_iv[5]:C,8136
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_addr_reg_8_iv[5]:Y,7262
eeprom_0/eeprom_if_0/bit_cntr_21_0_iv_i[0]:A,8223
eeprom_0/eeprom_if_0/bit_cntr_21_0_iv_i[0]:B,4995
eeprom_0/eeprom_if_0/bit_cntr_21_0_iv_i[0]:C,4952
eeprom_0/eeprom_if_0/bit_cntr_21_0_iv_i[0]:D,4412
eeprom_0/eeprom_if_0/bit_cntr_21_0_iv_i[0]:Y,4412
eeprom_0/EEP_DO_20_13_1_wmux_0[2]:A,3029
eeprom_0/EEP_DO_20_13_1_wmux_0[2]:B,3810
eeprom_0/EEP_DO_20_13_1_wmux_0[2]:C,5560
eeprom_0/EEP_DO_20_13_1_wmux_0[2]:D,5502
eeprom_0/EEP_DO_20_13_1_wmux_0[2]:Y,3029
gpio_0/SWITCH_IN_REG[12]:ALn,
gpio_0/SWITCH_IN_REG[12]:CLK,6474
gpio_0/SWITCH_IN_REG[12]:D,
gpio_0/SWITCH_IN_REG[12]:Q,6474
eeprom_0/eeprom_if_0/page_wrdata_reg[224]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[224]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[224]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[224]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[224]:Q,8248
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_189_i_3:A,13630
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_189_i_3:B,14580
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_189_i_3:C,12520
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_189_i_3:Y,12520
gpio_0/GPIO_OUT_REG[19]:ALn,
gpio_0/GPIO_OUT_REG[19]:CLK,7376
gpio_0/GPIO_OUT_REG[19]:D,8908
gpio_0/GPIO_OUT_REG[19]:EN,4774
gpio_0/GPIO_OUT_REG[19]:Q,7376
eeprom_0/eeprom_page_wrdata1[14]:ALn,
eeprom_0/eeprom_page_wrdata1[14]:CLK,6566
eeprom_0/eeprom_page_wrdata1[14]:D,8866
eeprom_0/eeprom_page_wrdata1[14]:EN,3123
eeprom_0/eeprom_page_wrdata1[14]:Q,6566
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNI92Q6E_0[14]:A,3593
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNI92Q6E_0[14]:B,3531
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNI92Q6E_0[14]:Y,3531
eeprom_0/eeprom_page_wrdata5[12]:ALn,
eeprom_0/eeprom_page_wrdata5[12]:CLK,5614
eeprom_0/eeprom_page_wrdata5[12]:D,8866
eeprom_0/eeprom_page_wrdata5[12]:EN,3193
eeprom_0/eeprom_page_wrdata5[12]:Q,5614
APP_FPGA_SPI0_CS_N_ibuf/U_IOIN:Y,
APP_FPGA_SPI0_CS_N_ibuf/U_IOIN:YIN,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[144]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[144]:B,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[144]:C,6381
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[144]:D,6719
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[144]:Y,6381
adder_decode_0/un1_SP_IN_iv_5_2[11]:A,3656
adder_decode_0/un1_SP_IN_iv_5_2[11]:B,3616
adder_decode_0/un1_SP_IN_iv_5_2[11]:C,3350
adder_decode_0/un1_SP_IN_iv_5_2[11]:D,3292
adder_decode_0/un1_SP_IN_iv_5_2[11]:Y,3292
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[10]:A,4369
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[10]:B,3983
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[10]:C,3865
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[10]:D,2445
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[10]:Y,2445
phy_if_0/un6_rx_good_and:A,3733
phy_if_0/un6_rx_good_and:B,4145
phy_if_0/un6_rx_good_and:C,3531
phy_if_0/un6_rx_good_and:D,3516
phy_if_0/un6_rx_good_and:Y,3516
scratch_pad_register_0/dev_sp2[14]:ALn,
scratch_pad_register_0/dev_sp2[14]:CLK,8248
scratch_pad_register_0/dev_sp2[14]:D,8866
scratch_pad_register_0/dev_sp2[14]:EN,4110
scratch_pad_register_0/dev_sp2[14]:Q,8248
eeprom_0/eeprom_if_0/page_rddata_reg[228]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[228]:CLK,5574
eeprom_0/eeprom_if_0/page_rddata_reg[228]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[228]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[228]:Q,5574
app_if_0/app_data_out[1]:CLK,
app_if_0/app_data_out[1]:D,8842
app_if_0/app_data_out[1]:EN,4971
app_if_0/app_data_out[1]:Q,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[183]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[183]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[183]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[183]:Y,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[13]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[13]:CLK,8242
eeprom_0/eeprom_if_0/page_wrdata_reg[13]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[13]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[13]:Q,8242
eeprom_0/eeprom_if_0/page_rddata_reg[81]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[81]:CLK,5704
eeprom_0/eeprom_if_0/page_rddata_reg[81]:D,6284
eeprom_0/eeprom_if_0/page_rddata_reg[81]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[81]:Q,5704
scratch_pad_register_0/SP_DO13:A,4700
scratch_pad_register_0/SP_DO13:B,3677
scratch_pad_register_0/SP_DO13:C,5556
scratch_pad_register_0/SP_DO13:D,3697
scratch_pad_register_0/SP_DO13:Y,3677
gpio_0/OPB_DO_7[5]:A,3580
gpio_0/OPB_DO_7[5]:B,4817
gpio_0/OPB_DO_7[5]:Y,3580
u_cmd_server/cmn_uart_inst/uart_tx_data_block_5[4]:A,8187
u_cmd_server/cmn_uart_inst/uart_tx_data_block_5[4]:B,5716
u_cmd_server/cmn_uart_inst/uart_tx_data_block_5[4]:C,8136
u_cmd_server/cmn_uart_inst/uart_tx_data_block_5[4]:Y,5716
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[114]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[114]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[114]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[114]:D,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[114]:Y,6284
scratch_pad_register_0/dev_sp2[13]:ALn,
scratch_pad_register_0/dev_sp2[13]:CLK,8248
scratch_pad_register_0/dev_sp2[13]:D,8866
scratch_pad_register_0/dev_sp2[13]:EN,4110
scratch_pad_register_0/dev_sp2[13]:Q,8248
phy_if_0/un6_rx_good_3_0_I_21:A,6144
phy_if_0/un6_rx_good_3_0_I_21:B,5661
phy_if_0/un6_rx_good_3_0_I_21:C,5593
phy_if_0/un6_rx_good_3_0_I_21:CC,
phy_if_0/un6_rx_good_3_0_I_21:D,5914
phy_if_0/un6_rx_good_3_0_I_21:P,5593
phy_if_0/un6_rx_good_3_0_I_21:Y3,
phy_if_0/un6_rx_good_3_0_I_21:Y3A,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[171]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[171]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[171]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[171]:D,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[171]:Y,6268
eeprom_0/clk_cnt_3[5]:A,6374
eeprom_0/clk_cnt_3[5]:B,6814
eeprom_0/clk_cnt_3[5]:Y,6374
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[15]:ALn,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[15]:CLK,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[15]:D,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[15]:EN,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[15]:Q,
eeprom_0/eeprom_if_0/page_rddata_reg[130]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[130]:CLK,5448
eeprom_0/eeprom_if_0/page_rddata_reg[130]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[130]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[130]:Q,5448
u_cmd_server/opb_emu_target_inst/msg_read_inst/byte_header[6]:ALn,
u_cmd_server/opb_emu_target_inst/msg_read_inst/byte_header[6]:CLK,5277
u_cmd_server/opb_emu_target_inst/msg_read_inst/byte_header[6]:D,6478
u_cmd_server/opb_emu_target_inst/msg_read_inst/byte_header[6]:EN,5386
u_cmd_server/opb_emu_target_inst/msg_read_inst/byte_header[6]:Q,5277
u_cmd_server/opb_emu_target_inst/msg_read_inst/byte_header[6]:SLn,8880
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[0],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[10],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[11],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[1],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[2],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[3],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[4],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[5],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[6],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[7],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[8],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CC[9],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:CO,3638
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[0],3721
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[10],5551
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[11],5606
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[1],3638
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[2],3751
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[3],5535
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[4],5461
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[5],5557
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[6],3779
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[7],3746
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[8],3823
phy_if_0/un4_rx_good_and_RNO_74_CC_0:P[9],5597
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[0],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[10],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[11],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[1],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[2],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[3],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[4],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[5],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[6],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[7],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[8],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3A[9],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[0],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[10],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[11],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[1],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[2],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[3],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[4],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[5],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[6],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[7],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[8],
phy_if_0/un4_rx_good_and_RNO_74_CC_0:Y3[9],
phy_if_0/un6_rx_good_1_0_I_81:A,5768
phy_if_0/un6_rx_good_1_0_I_81:B,5287
phy_if_0/un6_rx_good_1_0_I_81:C,5235
phy_if_0/un6_rx_good_1_0_I_81:CC,
phy_if_0/un6_rx_good_1_0_I_81:D,5540
phy_if_0/un6_rx_good_1_0_I_81:P,5235
phy_if_0/un6_rx_good_1_0_I_81:Y3,
phy_if_0/un6_rx_good_1_0_I_81:Y3A,
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[16]:ALn,
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[16]:CLK,7328
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[16]:D,4759
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[16]:EN,6492
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[16]:Q,7328
scratch_pad_register_0/dev_sp2[4]:ALn,
scratch_pad_register_0/dev_sp2[4]:CLK,7328
scratch_pad_register_0/dev_sp2[4]:D,8854
scratch_pad_register_0/dev_sp2[4]:EN,4110
scratch_pad_register_0/dev_sp2[4]:Q,7328
MEL_SW_CONFIG7_ibuf/U_IOPAD:PAD,
MEL_SW_CONFIG7_ibuf/U_IOPAD:Y,
APP_AUX_IO3_ibuf/U_IOIN:Y,
APP_AUX_IO3_ibuf/U_IOIN:YIN,
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNI92Q6E_2[14]:A,4365
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNI92Q6E_2[14]:B,4319
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNI92Q6E_2[14]:Y,4319
oscillator_counter_0/cntr_trig_RNI1MQBB:A,7894
oscillator_counter_0/cntr_trig_RNI1MQBB:B,
oscillator_counter_0/cntr_trig_RNI1MQBB:Y,7894
u_cmd_server/cmn_uart_inst/un1_oversample_baud_counter_axbxc2:A,8236
u_cmd_server/cmn_uart_inst/un1_oversample_baud_counter_axbxc2:B,8184
u_cmd_server/cmn_uart_inst/un1_oversample_baud_counter_axbxc2:C,8111
u_cmd_server/cmn_uart_inst/un1_oversample_baud_counter_axbxc2:Y,8111
eeprom_0/eeprom_page_wrdata4[8]:ALn,
eeprom_0/eeprom_page_wrdata4[8]:CLK,5672
eeprom_0/eeprom_page_wrdata4[8]:D,8860
eeprom_0/eeprom_page_wrdata4[8]:EN,3181
eeprom_0/eeprom_page_wrdata4[8]:Q,5672
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[77]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[77]:CLK,5164
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[77]:D,18993
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[77]:EN,16407
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[77]:Q,5164
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[77]:SLn,18092
adder_decode_0/un1_SP_IN_iv_c[4]:A,3476
adder_decode_0/un1_SP_IN_iv_c[4]:B,2458
adder_decode_0/un1_SP_IN_iv_c[4]:C,7242
adder_decode_0/un1_SP_IN_iv_c[4]:D,3273
adder_decode_0/un1_SP_IN_iv_c[4]:Y,2458
u_clkgen/pulse5us_div[5]:ALn,
u_clkgen/pulse5us_div[5]:CLK,6362
u_clkgen/pulse5us_div[5]:D,8854
u_clkgen/pulse5us_div[5]:EN,4175
u_clkgen/pulse5us_div[5]:Q,6362
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[96]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[96]:B,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[96]:C,6384
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[96]:D,6719
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[96]:Y,6384
I_2/U0_RGB1:A,
I_2/U0_RGB1:Y,
gpio_0/OPB_DO_7_2_1_wmux_0[2]:A,4817
gpio_0/OPB_DO_7_2_1_wmux_0[2]:B,6061
gpio_0/OPB_DO_7_2_1_wmux_0[2]:C,7308
gpio_0/OPB_DO_7_2_1_wmux_0[2]:D,7250
gpio_0/OPB_DO_7_2_1_wmux_0[2]:Y,4817
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[205]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[205]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[205]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[205]:Y,6815
eeprom_0/EEP_DO_20_13_1_wmux_0[7]:A,3029
eeprom_0/EEP_DO_20_13_1_wmux_0[7]:B,3810
eeprom_0/EEP_DO_20_13_1_wmux_0[7]:C,5560
eeprom_0/EEP_DO_20_13_1_wmux_0[7]:D,5502
eeprom_0/EEP_DO_20_13_1_wmux_0[7]:Y,3029
eeprom_0/EEP_DO_20[19]:A,3963
eeprom_0/EEP_DO_20[19]:B,3883
eeprom_0/EEP_DO_20[19]:C,6811
eeprom_0/EEP_DO_20[19]:D,6484
eeprom_0/EEP_DO_20[19]:Y,3883
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[18]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[18]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[18]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[18]:Y,6815
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a3_0_0_1[15]:A,5184
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a3_0_0_1[15]:B,4112
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a3_0_0_1[15]:C,6082
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a3_0_0_1[15]:Y,4112
eeprom_0/eeprom_if_0/page_wrdata_reg[213]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[213]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[213]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[213]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[213]:Q,8248
eeprom_0/eeprom_page_wrdata3[14]:ALn,
eeprom_0/eeprom_page_wrdata3[14]:CLK,6414
eeprom_0/eeprom_page_wrdata3[14]:D,8866
eeprom_0/eeprom_page_wrdata3[14]:EN,4066
eeprom_0/eeprom_page_wrdata3[14]:Q,6414
KVBEL_SW_CONFIG1_ibuf/U_IOPAD:PAD,
KVBEL_SW_CONFIG1_ibuf/U_IOPAD:Y,
phy_if_0/OPB_DO_RNO_2[14]:A,5128
phy_if_0/OPB_DO_RNO_2[14]:B,5126
phy_if_0/OPB_DO_RNO_2[14]:C,1664
phy_if_0/OPB_DO_RNO_2[14]:D,2590
phy_if_0/OPB_DO_RNO_2[14]:Y,1664
eeprom_0/EEP_DO_20_11_1_wmux_0[21]:A,3963
eeprom_0/EEP_DO_20_11_1_wmux_0[21]:B,5417
eeprom_0/EEP_DO_20_11_1_wmux_0[21]:C,6454
eeprom_0/EEP_DO_20_11_1_wmux_0[21]:D,6396
eeprom_0/EEP_DO_20_11_1_wmux_0[21]:Y,3963
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[201]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[201]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[201]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[201]:D,6268
